filename,width,height,class,xmin,ymin,xmax,ymax
ptf-197-_jpg.rf.d5c0e1ea25df7007d215d22eff62fbbc.jpg,640,640,cavity,352,31,640,622
ptf-284-_jpg.rf.cbc4eb82f59a2582ec87006b373efbad.jpg,640,640,Class 0- No endodontic treatment,260,37,604,486
ptf-284-_jpg.rf.cbc4eb82f59a2582ec87006b373efbad.jpg,640,640,Class 1- complete endodontic treatment,91,64,420,484
ptf-360-_jpg.rf.cf9b3055f06915addedff2148227c34a.jpg,640,640,Class 1- complete endodontic treatment,351,165,600,604
ptf-360-_jpg.rf.cf9b3055f06915addedff2148227c34a.jpg,640,640,Class 1- complete endodontic treatment,149,93,439,585
ptf-25-_jpg.rf.ccbf0ceb60b15a36c834800f8950320d.jpg,640,640,Class 0- No endodontic treatment,60,96,503,466
ptf-64-_jpg.rf.d51e3800cbef2a151aa819bcccef042f.jpg,640,640,cavity,32,287,140,501
ptf-64-_jpg.rf.d51e3800cbef2a151aa819bcccef042f.jpg,640,640,Class 2- incomplete endodontic treatment,178,362,213,517
ptf-64-_jpg.rf.d51e3800cbef2a151aa819bcccef042f.jpg,640,640,Class 2- incomplete endodontic treatment,200,384,265,531
ptf-64-_jpg.rf.d51e3800cbef2a151aa819bcccef042f.jpg,640,640,Class 2- incomplete endodontic treatment,448,340,517,530
ptf-64-_jpg.rf.d51e3800cbef2a151aa819bcccef042f.jpg,640,640,cavity,285,373,430,551
ptf-64-_jpg.rf.d51e3800cbef2a151aa819bcccef042f.jpg,640,640,Class 1- complete endodontic treatment,347,189,421,337
ptf-64-_jpg.rf.d51e3800cbef2a151aa819bcccef042f.jpg,640,640,Class 1- complete endodontic treatment,201,187,275,348
ptf-64-_jpg.rf.d51e3800cbef2a151aa819bcccef042f.jpg,640,640,cavity,45,162,123,321
ptf-64-_jpg.rf.d51e3800cbef2a151aa819bcccef042f.jpg,640,640,cavity,510,142,615,304
ptf-33-_jpg.rf.d5087fec8c96e2ebf1573fda98622f6d.jpg,640,640,cavity,73,323,215,521
ptf-33-_jpg.rf.d5087fec8c96e2ebf1573fda98622f6d.jpg,640,640,cavity,412,364,620,517
ptf-33-_jpg.rf.d5087fec8c96e2ebf1573fda98622f6d.jpg,640,640,cavity,345,224,479,365
ptf-20-_jpg.rf.d0d830a1a57ba92a7bcbd5e67cdf96fe.jpg,640,640,Class 0- No endodontic treatment,134,158,419,569
ptf-20-_jpg.rf.d0d830a1a57ba92a7bcbd5e67cdf96fe.jpg,640,640,cavity,356,21,587,534
ptf-7-_jpg.rf.d3279f6ae41c2ecd0fac01698e83f4f7.jpg,640,640,Class 1- complete endodontic treatment,193,378,238,496
ptf-7-_jpg.rf.d3279f6ae41c2ecd0fac01698e83f4f7.jpg,640,640,cavity,400,356,452,507
ptf-7-_jpg.rf.d3279f6ae41c2ecd0fac01698e83f4f7.jpg,640,640,cavity,228,109,283,334
ptf-7-_jpg.rf.d3279f6ae41c2ecd0fac01698e83f4f7.jpg,640,640,cavity,349,126,394,329
ptf-244-_jpg.rf.d63a6db85120e2fdf0c48e65ee815fcb.jpg,640,640,Class 1- complete endodontic treatment,335,199,476,415
ptf-244-_jpg.rf.d63a6db85120e2fdf0c48e65ee815fcb.jpg,640,640,Class 1- complete endodontic treatment,244,201,389,410
ptf-244-_jpg.rf.d63a6db85120e2fdf0c48e65ee815fcb.jpg,640,640,Class 1- complete endodontic treatment,161,189,302,406
ptf-244-_jpg.rf.d63a6db85120e2fdf0c48e65ee815fcb.jpg,640,640,Class 1- complete endodontic treatment,83,182,218,384
ptf-66-_jpg.rf.d5d07739313182abc32dd643aae98223.jpg,640,640,Class 0- No endodontic treatment,217,3,441,560
ptf-66-_jpg.rf.d5d07739313182abc32dd643aae98223.jpg,640,640,Class 0- No endodontic treatment,412,1,640,476
ptf-297-_jpg.rf.d6bf034eb2712afd487baf5a527fdde7.jpg,640,640,Class 1- complete endodontic treatment,31,74,610,579
ptf-405-_jpg.rf.d6ae7bc1b60b17697186480e2e0382d3.jpg,640,640,Class 2- incomplete endodontic treatment,100,184,319,339
ptf-405-_jpg.rf.d6ae7bc1b60b17697186480e2e0382d3.jpg,640,640,cavity,140,59,375,241
ptf-265-_jpg.rf.d6270b74b8a2153848f9927fc5525237.jpg,640,640,Class 1- complete endodontic treatment,52,110,549,397
ptf-265-_jpg.rf.d6270b74b8a2153848f9927fc5525237.jpg,640,640,Class 0- No endodontic treatment,9,287,431,584
ptf-397-_jpg.rf.da407c870a970618e9458a843c14b901.jpg,640,640,Class 2- incomplete endodontic treatment,85,51,590,558
ptf-338-_jpg.rf.d196a3522e3ba243d50c0b5b206e0aa3.jpg,640,640,Class 1- complete endodontic treatment,413,196,482,304
ptf-338-_jpg.rf.d196a3522e3ba243d50c0b5b206e0aa3.jpg,640,640,cavity,368,179,425,285
ptf-338-_jpg.rf.d196a3522e3ba243d50c0b5b206e0aa3.jpg,640,640,Class 1- complete endodontic treatment,124,147,196,247
ptf-99-_jpg.rf.dc3f72e78e2127f5fc9f6c98525821cb.jpg,640,640,Class 0- No endodontic treatment,119,54,482,577
ptf-45-_jpg.rf.dc9cd9064ddf611d15d269d139b6eafb.jpg,640,640,cavity,455,209,630,479
ptf-45-_jpg.rf.dc9cd9064ddf611d15d269d139b6eafb.jpg,640,640,cavity,10,212,212,534
ptf-45-_jpg.rf.dc9cd9064ddf611d15d269d139b6eafb.jpg,640,640,cavity,249,173,429,349
ptf-65-_jpg.rf.dccbbf8366c3a9e78c9fb605c0164357.jpg,640,640,Class 0- No endodontic treatment,67,196,165,543
ptf-65-_jpg.rf.dccbbf8366c3a9e78c9fb605c0164357.jpg,640,640,Class 1- complete endodontic treatment,149,264,232,554
ptf-65-_jpg.rf.dccbbf8366c3a9e78c9fb605c0164357.jpg,640,640,Class 0- No endodontic treatment,218,319,274,632
ptf-65-_jpg.rf.dccbbf8366c3a9e78c9fb605c0164357.jpg,640,640,Class 0- No endodontic treatment,453,299,552,632
ptf-65-_jpg.rf.dccbbf8366c3a9e78c9fb605c0164357.jpg,640,640,Class 1- complete endodontic treatment,446,10,566,273
ptf-65-_jpg.rf.dccbbf8366c3a9e78c9fb605c0164357.jpg,640,640,cavity,280,16,373,196
ptf-65-_jpg.rf.dccbbf8366c3a9e78c9fb605c0164357.jpg,640,640,cavity,294,319,424,588
ptf-107-_jpg.rf.e04019eda02a9c3fff3f5a9134d6aec5.jpg,640,640,Class 0- No endodontic treatment,153,77,453,595
ptf-107-_jpg.rf.e04019eda02a9c3fff3f5a9134d6aec5.jpg,640,640,cavity,393,196,575,590
ptf-414-_jpg.rf.e02fa8360b105f11eaf01fa54d88f10c.jpg,640,640,Class 1- complete endodontic treatment,73,114,468,610
ptf-414-_jpg.rf.e02fa8360b105f11eaf01fa54d88f10c.jpg,640,640,Class 0- No endodontic treatment,2,151,258,582
ptf-128-_jpg.rf.df81cd71a738aae7e7fbb93b9ae65e0f.jpg,640,640,Class 0- No endodontic treatment,119,7,584,564
ptf-59-_jpg.rf.e2062e5527126a95afaf423cf72a73e8.jpg,640,640,Class 0- No endodontic treatment,395,5,625,593
ptf-147-_jpg.rf.ea6258bca8eb0a57b2afca708104516d.jpg,640,640,Class 0- No endodontic treatment,247,270,533,528
ptf-147-_jpg.rf.ea6258bca8eb0a57b2afca708104516d.jpg,640,640,cavity,270,24,588,276
ptf-147-_jpg.rf.ea6258bca8eb0a57b2afca708104516d.jpg,640,640,cavity,86,286,333,566
ptf-332-_jpg.rf.e6b9ed8b4e263c933f60d954ef46a1aa.jpg,640,640,Class 2- incomplete endodontic treatment,150,33,524,572
ptf-145-_jpg.rf.df66214cb2fd07d03730303e432ecefe.jpg,640,640,Class 1- complete endodontic treatment,227,24,530,630
ptf-206-_jpg.rf.eff1557aac8ca103025af6e05db3db91.jpg,640,640,Class 1- complete endodontic treatment,293,97,595,569
ptf-206-_jpg.rf.eff1557aac8ca103025af6e05db3db91.jpg,640,640,cavity,1,14,295,563
ptf-89-_jpg.rf.ea685e475c33894533328eb955e303ef.jpg,640,640,Class 0- No endodontic treatment,137,64,587,556
ptf-89-_jpg.rf.ea685e475c33894533328eb955e303ef.jpg,640,640,cavity,438,2,640,418
ptf-193-_jpg.rf.e4744283529aad68720592e9735ed1d5.jpg,640,640,Class 0- No endodontic treatment,43,5,606,640
ptf-406-_jpg.rf.ed8b2b89b2a22a71e2e10496ddb26bbe.jpg,640,640,Class 2- incomplete endodontic treatment,302,100,457,319
ptf-406-_jpg.rf.ed8b2b89b2a22a71e2e10496ddb26bbe.jpg,640,640,cavity,401,140,583,375
ptf-1-_jpg.rf.f087e90fc016207ee6f10f3243894664.jpg,640,640,cavity,284,404,413,526
ptf-1-_jpg.rf.f087e90fc016207ee6f10f3243894664.jpg,640,640,Class 0- No endodontic treatment,210,270,237,356
ptf-1-_jpg.rf.f087e90fc016207ee6f10f3243894664.jpg,640,640,Class 0- No endodontic treatment,243,276,285,353
ptf-1-_jpg.rf.f087e90fc016207ee6f10f3243894664.jpg,640,640,Class 1- complete endodontic treatment,217,441,262,526
ptf-1-_jpg.rf.f087e90fc016207ee6f10f3243894664.jpg,640,640,Class 2- incomplete endodontic treatment,132,399,185,511
ptf-1-_jpg.rf.f087e90fc016207ee6f10f3243894664.jpg,640,640,Class 2- incomplete endodontic treatment,180,424,228,522
ptf-1-_jpg.rf.f087e90fc016207ee6f10f3243894664.jpg,640,640,Class 1- complete endodontic treatment,439,433,483,520
ptf-264-_jpg.rf.eb6dec3559841de0abdc83e6a410d961.jpg,640,640,Class 1- complete endodontic treatment,119,212,226,356
ptf-264-_jpg.rf.eb6dec3559841de0abdc83e6a410d961.jpg,640,640,cavity,334,135,624,336
ptf-264-_jpg.rf.eb6dec3559841de0abdc83e6a410d961.jpg,640,640,cavity,53,69,346,275
ptf-264-_jpg.rf.eb6dec3559841de0abdc83e6a410d961.jpg,640,640,Class 2- incomplete endodontic treatment,477,283,577,394
ptf-264-_jpg.rf.eb6dec3559841de0abdc83e6a410d961.jpg,640,640,cavity,210,240,424,422
ptf-386-_jpg.rf.f45b6906b6a107cbccd7f4ad1d009f23.jpg,640,640,Class 1- complete endodontic treatment,132,21,479,524
ptf-162-_jpg.rf.e847f8987522624d073c187ca5dfffa8.jpg,640,640,Class 2- incomplete endodontic treatment,389,391,479,509
ptf-162-_jpg.rf.e847f8987522624d073c187ca5dfffa8.jpg,640,640,cavity,457,376,580,555
ptf-162-_jpg.rf.e847f8987522624d073c187ca5dfffa8.jpg,640,640,cavity,191,429,371,591
ptf-194-_jpg.rf.ec2b09dbbcd2c8a60d15cf9d9ab11603.jpg,640,640,Class 1- complete endodontic treatment,5,19,338,599
ptf-194-_jpg.rf.ec2b09dbbcd2c8a60d15cf9d9ab11603.jpg,640,640,cavity,256,55,640,635
ptf-331-_jpg.rf.f4233a19a29030417bb332efa9ca7048.jpg,640,640,Class 2- incomplete endodontic treatment,33,115,572,489
ptf-296-_jpg.rf.f93d6bca9914d87f4f0312b1cc39c535.jpg,640,640,Class 1- complete endodontic treatment,400,205,452,308
ptf-296-_jpg.rf.f93d6bca9914d87f4f0312b1cc39c535.jpg,640,640,cavity,203,146,265,275
ptf-296-_jpg.rf.f93d6bca9914d87f4f0312b1cc39c535.jpg,640,640,cavity,335,319,405,504
ptf-296-_jpg.rf.f93d6bca9914d87f4f0312b1cc39c535.jpg,640,640,cavity,236,296,296,462
ptf-368-_jpg.rf.f2320c4f56537bc673fbced9738e2a3b.jpg,640,640,Class 2- incomplete endodontic treatment,172,114,566,611
ptf-273-_jpg.rf.f3ae3ba0a6b59d91e833ec7f489ab1d6.jpg,640,640,Class 2- incomplete endodontic treatment,135,43,591,522
ptf-9-_jpg.rf.ec1846bfd4c63175e861f1c5e6aea62f.jpg,640,640,Class 1- complete endodontic treatment,149,48,434,633
ptf-34-_jpg.rf.fa05e5fe0fe8f48187f32e0100fd6c47.jpg,640,640,Class 0- No endodontic treatment,292,186,626,596
ptf-34-_jpg.rf.fa05e5fe0fe8f48187f32e0100fd6c47.jpg,640,640,cavity,2,150,277,570
ptf-301-_jpg.rf.f40de7e40fd4447b28e8b8a5111c9998.jpg,640,640,Class 1- complete endodontic treatment,41,114,548,514
ptf-214-_jpg.rf.f8f6eec5b272c67c87a49552ee2f6a33.jpg,640,640,Class 0- No endodontic treatment,264,23,640,424
ptf-214-_jpg.rf.f8f6eec5b272c67c87a49552ee2f6a33.jpg,640,640,Class 1- complete endodontic treatment,12,101,379,546
ptf-183-_jpg.rf.fca335aa8cb95b2109decf138198e0af.jpg,640,640,Class 0- No endodontic treatment,4,38,440,603
ptf-183-_jpg.rf.fca335aa8cb95b2109decf138198e0af.jpg,640,640,cavity,336,24,634,586
ptf-290-_jpg.rf.fc37e31978618b23d4427d0b6ee86109.jpg,640,640,Class 2- incomplete endodontic treatment,155,35,418,458
ptf-290-_jpg.rf.fc37e31978618b23d4427d0b6ee86109.jpg,640,640,Class 2- incomplete endodontic treatment,252,33,577,526
ptf-279-_jpg.rf.fb0ffb36fd6c779b3a6e16334132eb96.jpg,640,640,cavity,214,43,407,163
ptf-279-_jpg.rf.fb0ffb36fd6c779b3a6e16334132eb96.jpg,640,640,Class 2- incomplete endodontic treatment,187,172,318,221
ptf-279-_jpg.rf.fb0ffb36fd6c779b3a6e16334132eb96.jpg,640,640,Class 2- incomplete endodontic treatment,164,189,296,265
ptf-279-_jpg.rf.fb0ffb36fd6c779b3a6e16334132eb96.jpg,640,640,Class 2- incomplete endodontic treatment,113,412,279,494
ptf-279-_jpg.rf.fb0ffb36fd6c779b3a6e16334132eb96.jpg,640,640,cavity,115,263,287,413
ptf-279-_jpg.rf.fb0ffb36fd6c779b3a6e16334132eb96.jpg,640,640,Class 1- complete endodontic treatment,285,341,419,424
ptf-279-_jpg.rf.fb0ffb36fd6c779b3a6e16334132eb96.jpg,640,640,Class 1- complete endodontic treatment,308,210,452,295
ptf-279-_jpg.rf.fb0ffb36fd6c779b3a6e16334132eb96.jpg,640,640,cavity,361,73,503,161
ptf-279-_jpg.rf.fb0ffb36fd6c779b3a6e16334132eb96.jpg,640,640,cavity,271,492,423,604
ptf-277-_jpg.rf.f5c09263e32631f961ce75ae86efea8b.jpg,640,640,Class 2- incomplete endodontic treatment,61,81,535,612
ptf-365-_jpg.rf.fd9959345bce1a8fb70a7e829f9223ce.jpg,640,640,Class 2- incomplete endodontic treatment,132,194,375,382
ptf-27-_jpg.rf.fca9449c29b2c3c6762ff365bbcabcc8.jpg,640,640,Class 0- No endodontic treatment,11,152,320,563
ptf-27-_jpg.rf.fca9449c29b2c3c6762ff365bbcabcc8.jpg,640,640,Class 0- No endodontic treatment,326,255,565,605
ptf-401-_jpg.rf.01ac200910f275a61970096e69c7dc9c.jpg,640,640,Class 1- complete endodontic treatment,27,272,541,554
ptf-225-_jpg.rf.024c7d3a01ad522c370dbb834dc9bb6a.jpg,640,640,Class 1- complete endodontic treatment,110,84,475,640
ptf-61-_jpg.rf.00df0c8400480af92678975956fb82a2.jpg,640,640,Class 0- No endodontic treatment,152,74,541,601
ptf-348-_jpg.rf.0397dc19c5d46293d336269e7f09d0c0.jpg,640,640,Class 0- No endodontic treatment,117,36,469,596
ptf-348-_jpg.rf.0397dc19c5d46293d336269e7f09d0c0.jpg,640,640,Class 1- complete endodontic treatment,322,150,627,638
ptf-31-_jpg.rf.01fa331b6ee70ca42e3c9ccbfc9e3cc3.jpg,640,640,cavity,20,145,335,616
ptf-345-_jpg.rf.053dc0b6489d136e1e09f35c73892218.jpg,640,640,Class 1- complete endodontic treatment,22,92,552,490
ptf-188-_jpg.rf.069440c168686c087c31fad6b1d195be.jpg,640,640,Class 0- No endodontic treatment,260,27,625,614
ptf-18-_jpg.rf.0730676e0e0184f478fcd38ef262bfae.jpg,640,640,Class 0- No endodontic treatment,195,34,469,513
ptf-190-_jpg.rf.06bddf134f910e50733cfe8f6259cc77.jpg,640,640,Class 1- complete endodontic treatment,440,250,539,402
ptf-190-_jpg.rf.06bddf134f910e50733cfe8f6259cc77.jpg,640,640,cavity,7,373,312,550
ptf-190-_jpg.rf.06bddf134f910e50733cfe8f6259cc77.jpg,640,640,cavity,324,375,632,556
ptf-190-_jpg.rf.06bddf134f910e50733cfe8f6259cc77.jpg,640,640,Class 2- incomplete endodontic treatment,41,294,138,406
ptf-190-_jpg.rf.06bddf134f910e50733cfe8f6259cc77.jpg,640,640,cavity,214,219,432,392
ptf-385-_jpg.rf.06ea5d561a89746fd13fdd1210d1f696.jpg,640,640,Class 1- complete endodontic treatment,21,162,524,509
ptf-10-_jpg.rf.021fcb920b51eb8b218ae33889634806.jpg,640,640,Class 0- No endodontic treatment,287,47,587,586
ptf-10-_jpg.rf.021fcb920b51eb8b218ae33889634806.jpg,640,640,cavity,50,30,299,502
ptf-201-_jpg.rf.07d9a817abc9f5633cf5a46c32c4f45f.jpg,640,640,Class 0- No endodontic treatment,12,47,147,552
ptf-201-_jpg.rf.07d9a817abc9f5633cf5a46c32c4f45f.jpg,640,640,Class 1- complete endodontic treatment,167,205,332,638
ptf-417-_jpg.rf.0876f238113fbc8f350ab139e4dbd56b.jpg,640,640,Class 1- complete endodontic treatment,32,205,494,498
ptf-327-_jpg.rf.0a9435803277abe96d7330f002666371.jpg,640,640,Class 1- complete endodontic treatment,27,69,605,502
ptf-327-_jpg.rf.0a9435803277abe96d7330f002666371.jpg,640,640,cavity,15,338,540,621
ptf-123-_jpg.rf.0aca7530be2b9785ceb819b8bf7ed473.jpg,640,640,Class 2- incomplete endodontic treatment,107,71,475,640
ptf-254-_jpg.rf.104992dc6d0e59a7f38690cdf64626d6.jpg,640,640,Class 1- complete endodontic treatment,287,47,514,519
ptf-254-_jpg.rf.104992dc6d0e59a7f38690cdf64626d6.jpg,640,640,Class 1- complete endodontic treatment,131,21,384,529
ptf-19-_jpg.rf.0f770bf3610653fae6c60fdb6627b96e.jpg,640,640,Class 2- incomplete endodontic treatment,133,54,476,635
ptf-153-_jpg.rf.0c3123d6f4a4b66d495dfe4b7f69a2ab.jpg,640,640,Class 2- incomplete endodontic treatment,1,0,621,564
ptf-243-_jpg.rf.0f003776937691f23c5feee4750f0e19.jpg,640,640,Class 1- complete endodontic treatment,199,164,415,305
ptf-243-_jpg.rf.0f003776937691f23c5feee4750f0e19.jpg,640,640,Class 1- complete endodontic treatment,201,252,410,397
ptf-243-_jpg.rf.0f003776937691f23c5feee4750f0e19.jpg,640,640,Class 1- complete endodontic treatment,189,339,406,480
ptf-243-_jpg.rf.0f003776937691f23c5feee4750f0e19.jpg,640,640,Class 1- complete endodontic treatment,182,422,384,557
ptf-91-_jpg.rf.0a2f344ba609be72d65291fb0665074e.jpg,640,640,Class 1- complete endodontic treatment,340,51,616,536
ptf-91-_jpg.rf.0a2f344ba609be72d65291fb0665074e.jpg,640,640,Class 0- No endodontic treatment,168,133,420,499
ptf-91-_jpg.rf.0a2f344ba609be72d65291fb0665074e.jpg,640,640,cavity,13,19,244,636
ptf-377-_jpg.rf.007f2e810858247e22637eff1cb0aaa3.jpg,640,640,Class 1- complete endodontic treatment,91,116,477,394
ptf-202-_jpg.rf.107bf0a8a46f8068506ca2174e068754.jpg,640,640,Class 0- No endodontic treatment,5,31,434,608
ptf-202-_jpg.rf.107bf0a8a46f8068506ca2174e068754.jpg,640,640,cavity,356,80,600,605
ptf-180-_jpg.rf.07bd087ebf1d6fe7114791b20f9b7466.jpg,640,640,Class 0- No endodontic treatment,2,52,337,594
ptf-180-_jpg.rf.07bd087ebf1d6fe7114791b20f9b7466.jpg,640,640,cavity,311,84,640,588
ptf-220-_jpg.rf.11bff54e9c90dce2ac070ca9ddc7ca8a.jpg,640,640,Class 0- No endodontic treatment,110,112,302,617
ptf-220-_jpg.rf.11bff54e9c90dce2ac070ca9ddc7ca8a.jpg,640,640,Class 0- No endodontic treatment,417,70,612,542
ptf-124-_jpg.rf.124c6fc8dad435cb1e59bd70089c08ab.jpg,640,640,Class 0- No endodontic treatment,367,18,640,606
